pair,period,orders,fill_rate,decided,win_rate,avg_pips,ev_signal
USD_JPY,前9か月,8850.0,0.511412429378531,4524.0,0.5576923076923077,1.3431476569407608,0.6865988700564973
USD_JPY,後3か月,2624.0,0.8300304878048781,2178.0,0.43755739210284667,1.7104683195592294,1.4197408536585372
EUR_USD,前9か月,38128.0,0.3375734368443139,12859.0,0.3899992223345517,-0.08321797962516539,-0.028065988250104954
EUR_USD,後3か月,11627.0,0.35916401479315385,4168.0,0.33373320537428025,-1.4129558541266796,-0.5065107078352112
AUD_USD,前9か月,11665.0,0.3915130732961852,4551.0,0.4135354867062184,-0.5814546253570643,-0.22684954993570505
AUD_USD,後3か月,3708.0,0.47761596548004315,1770.0,0.2774011299435028,-2.1947457627118645,-1.0476537216828479
