pair,period,h1_bars,net_pips,avg_h1_range,avg_h1_body,body_ratio,trend24,flip_rate,rsi_extreme_rate,bb_range_pips
USD_JPY,前9か月,8404,435.69999999999993,24.790552118039002,12.040897191813434,0.4857050837142025,0.23164180193651024,0.5105823269161784,0.12791527843883865,144.0177144798971
USD_JPY,後3か月,1596,311.59999999999854,15.296240601503701,7.287781954887224,0.4764426858041705,0.20182697951964867,0.5205566097406704,0.07706766917293233,84.27416553654004
EUR_USD,前9か月,8404,996.3999999999995,15.04203950499759,7.235590195145171,0.48102454409464945,0.2196000419607199,0.5103804152166087,0.10352213231794384,84.00864911514164
EUR_USD,後3か月,1596,-247.7000000000018,11.595050125313195,5.576253132832098,0.48091669053319225,0.22125343734749944,0.5117162761241292,0.10964912280701754,68.52675845306774
AUD_USD,前9か月,8404,503.29999999999984,11.312684435982874,5.557829604950022,0.4912918446900127,0.20916668232996444,0.5085357056984852,0.08888624464540695,61.61594280715135
AUD_USD,後3か月,1596,-143.09999999999934,11.350814536340865,5.500877192982441,0.4846240043276882,0.2187147187507392,0.5209125475285171,0.10213032581453634,64.93650258999054
